transaction_id,customer_id,amount,payment_method,status,failure_reason,customer_age,previous_transactions,successful_transactions,failed_transactions,preferred_method,hour,day_of_week
TXN_024805,CUST_01481,21984.23,UPI,SUCCESS,,40,2,10,2,WALLET,11,Sunday
TXN_024806,CUST_08576,10052.08,WALLET,SUCCESS,,43,21,20,4,CARD,12,Monday
TXN_024807,CUST_05047,20907.99,CARD,SUCCESS,,26,27,3,10,UPI,16,Thursday
TXN_024808,CUST_06212,16425.71,CARD,SUCCESS,,34,16,21,3,NETBANKING,1,Friday
TXN_024809,CUST_03878,6068.95,UPI,SUCCESS,,24,16,2,4,NETBANKING,3,Friday
TXN_024810,CUST_05245,13858.05,CARD,SUCCESS,,22,7,17,9,WALLET,15,Thursday
TXN_024811,CUST_06842,20820.01,CARD,SUCCESS,,30,17,16,8,WALLET,19,Thursday
TXN_024812,CUST_00460,5590.96,NETBANKING,SUCCESS,,26,18,13,3,UPI,8,Wednesday
TXN_024813,CUST_06263,24349.35,CARD,SUCCESS,,46,26,5,5,NETBANKING,4,Wednesday
TXN_024814,CUST_06121,9953.77,NETBANKING,FAILED,BANK_TIMEOUT,40,25,18,6,UPI,0,Friday
TXN_024815,CUST_07365,8373.79,WALLET,SUCCESS,,46,20,1,6,NETBANKING,15,Sunday
TXN_024816,CUST_09066,4178.23,CARD,SUCCESS,,49,5,14,7,NETBANKING,6,Sunday
TXN_024817,CUST_08349,5706.3,CARD,SUCCESS,,26,22,22,0,NETBANKING,1,Friday
TXN_024818,CUST_09488,11268.89,CARD,SUCCESS,,52,27,13,4,WALLET,2,Thursday
TXN_024819,CUST_05115,110.21,WALLET,SUCCESS,,25,30,24,7,NETBANKING,13,Friday
TXN_024820,CUST_03423,6511.53,WALLET,SUCCESS,,21,7,14,4,WALLET,2,Sunday
TXN_024821,CUST_05498,7013.87,NETBANKING,SUCCESS,,48,28,22,3,UPI,5,Wednesday
TXN_024822,CUST_07608,18065.55,NETBANKING,SUCCESS,,40,20,7,2,UPI,1,Tuesday
TXN_024823,CUST_06214,19605.73,UPI,SUCCESS,,56,13,25,10,CARD,14,Friday
TXN_024824,CUST_04358,396.26,UPI,SUCCESS,,27,17,20,4,WALLET,15,Wednesday
TXN_024825,CUST_06640,2266.46,WALLET,SUCCESS,,55,21,19,5,WALLET,16,Friday
TXN_024826,CUST_04501,24667.07,UPI,SUCCESS,,50,30,19,0,UPI,11,Saturday
TXN_024827,CUST_01559,11668.14,CARD,SUCCESS,,53,23,11,5,CARD,6,Monday
TXN_024828,CUST_00754,16202.16,UPI,SUCCESS,,21,18,13,0,UPI,0,Monday
TXN_024829,CUST_08561,19024.4,CARD,SUCCESS,,52,17,14,6,WALLET,19,Tuesday
TXN_024830,CUST_08328,16406.37,NETBANKING,SUCCESS,,41,13,7,1,WALLET,10,Thursday
TXN_024831,CUST_09787,7095.93,WALLET,SUCCESS,,41,23,15,6,UPI,23,Friday
TXN_024832,CUST_03997,1728.89,WALLET,FAILED,OTP_FAILURE,26,3,4,6,UPI,19,Monday
TXN_024833,CUST_04652,22751.88,CARD,SUCCESS,,49,25,23,5,CARD,12,Tuesday
TXN_024834,CUST_02714,13285.22,CARD,SUCCESS,,50,22,4,9,NETBANKING,8,Saturday
TXN_024835,CUST_08374,23488.87,NETBANKING,SUCCESS,,45,7,3,3,NETBANKING,9,Tuesday
TXN_024836,CUST_06937,23855.35,NETBANKING,SUCCESS,,40,8,4,6,UPI,13,Wednesday
TXN_024837,CUST_09308,16853.36,NETBANKING,SUCCESS,,58,15,25,3,WALLET,7,Sunday
TXN_024838,CUST_06636,8935.18,UPI,SUCCESS,,49,21,9,3,WALLET,7,Sunday
TXN_024839,CUST_04321,11954.99,UPI,SUCCESS,,28,8,16,8,WALLET,16,Wednesday
TXN_024840,CUST_09884,18930.22,CARD,FAILED,INSUFFICIENT_FUNDS,54,7,4,4,UPI,22,Wednesday
TXN_024841,CUST_03975,16927.02,WALLET,FAILED,BANK_SERVER_DOWN,50,24,17,2,CARD,21,Wednesday
TXN_024842,CUST_06908,14884.17,NETBANKING,SUCCESS,,28,22,16,6,CARD,8,Sunday
TXN_024843,CUST_00650,2647.6,NETBANKING,SUCCESS,,24,27,24,6,UPI,13,Friday
TXN_024844,CUST_05372,15364.72,UPI,SUCCESS,,53,5,21,3,UPI,16,Saturday
TXN_024845,CUST_09820,23692.24,NETBANKING,SUCCESS,,41,9,19,5,WALLET,16,Monday
TXN_024846,CUST_01234,14310.23,CARD,SUCCESS,,47,8,12,4,NETBANKING,5,Sunday
TXN_024847,CUST_01740,9358.66,CARD,SUCCESS,,33,9,1,2,CARD,6,Wednesday
TXN_024848,CUST_06655,1694.66,UPI,SUCCESS,,41,1,7,5,NETBANKING,20,Saturday
TXN_024849,CUST_08442,1445.27,NETBANKING,SUCCESS,,24,23,4,3,CARD,20,Saturday
TXN_024850,CUST_04985,5426.29,CARD,FAILED,INSUFFICIENT_FUNDS,29,23,20,2,UPI,11,Wednesday
TXN_024851,CUST_09417,3088.71,CARD,SUCCESS,,32,26,13,2,CARD,3,Tuesday
TXN_024852,CUST_05381,10648.52,CARD,SUCCESS,,50,21,19,9,WALLET,20,Friday
TXN_024853,CUST_01350,6607.8,NETBANKING,SUCCESS,,36,27,21,5,UPI,18,Monday
TXN_024854,CUST_01826,13963.26,CARD,SUCCESS,,30,10,13,3,UPI,19,Thursday
TXN_024855,CUST_08952,8826.17,NETBANKING,SUCCESS,,48,14,22,3,UPI,2,Monday
TXN_024856,CUST_04593,4530.98,WALLET,SUCCESS,,19,13,16,6,CARD,1,Friday
TXN_024857,CUST_01053,4483.56,NETBANKING,SUCCESS,,28,26,23,9,UPI,0,Sunday
TXN_024858,CUST_08193,5553.13,WALLET,SUCCESS,,40,30,10,2,NETBANKING,14,Friday
TXN_024859,CUST_04248,2272.49,UPI,SUCCESS,,21,14,8,1,NETBANKING,22,Thursday
TXN_024860,CUST_08677,15394.17,CARD,SUCCESS,,18,11,21,2,UPI,16,Friday
TXN_024861,CUST_03210,10819.02,NETBANKING,SUCCESS,,37,2,9,0,WALLET,22,Sunday
TXN_024862,CUST_02384,8779.25,WALLET,SUCCESS,,42,8,1,6,NETBANKING,23,Sunday
TXN_024863,CUST_08203,12952.15,CARD,SUCCESS,,24,13,15,3,NETBANKING,14,Thursday
TXN_024864,CUST_02953,17320.28,CARD,SUCCESS,,23,16,21,0,WALLET,2,Sunday
TXN_024865,CUST_01502,13137.21,CARD,SUCCESS,,38,30,17,3,CARD,5,Friday
TXN_024866,CUST_01478,11099.1,WALLET,FAILED,OTP_FAILURE,21,21,5,8,CARD,2,Wednesday
TXN_024867,CUST_07032,23153.88,UPI,SUCCESS,,28,9,2,2,NETBANKING,19,Tuesday
TXN_024868,CUST_08431,15769.16,CARD,SUCCESS,,40,3,24,9,WALLET,15,Sunday
TXN_024869,CUST_08900,13584.58,UPI,SUCCESS,,40,29,25,7,NETBANKING,22,Friday
TXN_024870,CUST_02300,4637.98,UPI,SUCCESS,,18,11,15,10,NETBANKING,3,Sunday
TXN_024871,CUST_02643,13995.48,UPI,FAILED,BANK_SERVER_DOWN,31,30,13,3,CARD,12,Wednesday
TXN_024872,CUST_06016,23325.36,NETBANKING,FAILED,CARD_DECLINED,36,7,11,4,WALLET,0,Sunday
TXN_024873,CUST_00243,13901.51,WALLET,SUCCESS,,47,19,19,2,UPI,5,Tuesday
TXN_024874,CUST_02191,18897.52,WALLET,SUCCESS,,43,26,21,8,NETBANKING,11,Wednesday
TXN_024875,CUST_00519,3365.87,CARD,SUCCESS,,18,26,21,7,CARD,0,Thursday
TXN_024876,CUST_06180,7914.22,CARD,SUCCESS,,41,17,16,10,UPI,17,Tuesday
TXN_024877,CUST_00075,743.26,WALLET,FAILED,BANK_TIMEOUT,35,1,3,3,NETBANKING,19,Sunday
TXN_024878,CUST_05994,734.91,WALLET,SUCCESS,,41,4,17,2,NETBANKING,18,Tuesday
TXN_024879,CUST_09715,13061.21,NETBANKING,FAILED,BANK_TIMEOUT,27,17,24,10,CARD,20,Monday
TXN_024880,CUST_08541,9622.67,NETBANKING,SUCCESS,,54,18,23,3,NETBANKING,17,Wednesday
TXN_024881,CUST_03116,8471.84,WALLET,SUCCESS,,37,18,20,9,UPI,9,Wednesday
TXN_024882,CUST_01145,4666.26,WALLET,SUCCESS,,46,11,7,2,UPI,11,Friday
TXN_024883,CUST_08121,15091.32,UPI,FAILED,LIMIT_EXCEEDED,26,30,17,3,CARD,17,Monday
TXN_024884,CUST_04725,3446.74,WALLET,SUCCESS,,52,21,14,7,WALLET,9,Saturday
TXN_024885,CUST_08159,2193.85,UPI,SUCCESS,,56,7,15,1,UPI,20,Tuesday
TXN_024886,CUST_08575,12625.57,UPI,SUCCESS,,26,29,16,9,UPI,6,Sunday
TXN_024887,CUST_08394,4963.39,WALLET,SUCCESS,,51,21,1,0,CARD,12,Thursday
TXN_024888,CUST_01907,23830.85,UPI,SUCCESS,,40,13,16,4,NETBANKING,1,Thursday
TXN_024889,CUST_01547,20349.3,WALLET,SUCCESS,,57,26,17,4,NETBANKING,13,Friday
TXN_024890,CUST_04020,9912.43,NETBANKING,SUCCESS,,57,5,13,8,UPI,5,Saturday
TXN_024891,CUST_05483,17215.58,UPI,SUCCESS,,19,2,3,9,NETBANKING,12,Thursday
TXN_024892,CUST_06687,15113.18,CARD,SUCCESS,,39,15,11,3,NETBANKING,19,Thursday
TXN_024893,CUST_03840,23377.4,NETBANKING,SUCCESS,,30,16,15,9,NETBANKING,5,Saturday
TXN_024894,CUST_07171,23289.83,CARD,SUCCESS,,27,16,21,4,NETBANKING,2,Monday
TXN_024895,CUST_04641,11120.85,UPI,SUCCESS,,49,5,7,6,NETBANKING,12,Tuesday
TXN_024896,CUST_08709,24888.76,WALLET,SUCCESS,,60,10,11,1,WALLET,13,Sunday
TXN_024897,CUST_00374,1832.65,UPI,SUCCESS,,24,18,24,3,CARD,4,Friday
TXN_024898,CUST_07039,2554.15,WALLET,SUCCESS,,29,1,4,5,CARD,5,Tuesday
TXN_024899,CUST_03394,17186.78,NETBANKING,SUCCESS,,32,22,10,8,UPI,23,Thursday
TXN_024900,CUST_05869,17266.19,CARD,SUCCESS,,36,6,13,9,CARD,23,Thursday
TXN_024901,CUST_09244,15993.43,UPI,SUCCESS,,39,2,23,6,WALLET,10,Thursday
TXN_024902,CUST_05958,13011.48,WALLET,SUCCESS,,60,27,22,2,CARD,5,Friday
TXN_024903,CUST_01628,17648.89,NETBANKING,FAILED,BANK_TIMEOUT,32,30,12,10,UPI,6,Sunday
TXN_024904,CUST_03979,18775.57,UPI,SUCCESS,,42,25,2,7,WALLET,14,Thursday
TXN_024905,CUST_09921,24223.7,CARD,SUCCESS,,27,20,21,6,WALLET,22,Wednesday
TXN_024906,CUST_08454,13469.19,CARD,SUCCESS,,28,22,19,1,NETBANKING,23,Wednesday
TXN_024907,CUST_09436,1887.59,UPI,SUCCESS,,34,8,17,8,UPI,6,Monday
TXN_024908,CUST_04570,22253.59,WALLET,SUCCESS,,43,18,25,2,UPI,7,Wednesday
TXN_024909,CUST_00605,4481.95,UPI,SUCCESS,,29,7,12,5,NETBANKING,21,Sunday
TXN_024910,CUST_07207,24688.0,UPI,FAILED,LIMIT_EXCEEDED,34,28,13,1,WALLET,4,Monday
TXN_024911,CUST_08413,1686.75,NETBANKING,SUCCESS,,40,22,7,9,NETBANKING,4,Friday
TXN_024912,CUST_03816,10778.21,NETBANKING,SUCCESS,,48,1,2,5,CARD,10,Monday
TXN_024913,CUST_00605,13501.34,CARD,SUCCESS,,29,7,12,5,NETBANKING,10,Tuesday
TXN_024914,CUST_07441,14391.21,WALLET,SUCCESS,,48,22,15,9,CARD,19,Wednesday
TXN_024915,CUST_06708,10590.81,WALLET,SUCCESS,,40,1,1,0,UPI,15,Wednesday
TXN_024916,CUST_04677,21817.89,WALLET,SUCCESS,,53,18,24,1,UPI,19,Saturday
TXN_024917,CUST_08423,16062.57,NETBANKING,SUCCESS,,39,6,7,6,WALLET,5,Wednesday
TXN_024918,CUST_09451,11436.3,WALLET,SUCCESS,,51,6,2,4,CARD,4,Sunday
TXN_024919,CUST_01494,23855.56,UPI,SUCCESS,,39,8,10,8,CARD,12,Thursday
TXN_024920,CUST_05371,149.25,CARD,SUCCESS,,57,6,16,8,NETBANKING,17,Wednesday
TXN_024921,CUST_05233,12638.32,WALLET,SUCCESS,,20,4,22,0,UPI,1,Friday
TXN_024922,CUST_04658,17520.6,UPI,SUCCESS,,31,2,4,10,CARD,23,Saturday
TXN_024923,CUST_01225,8353.04,UPI,SUCCESS,,38,12,4,2,NETBANKING,13,Monday
TXN_024924,CUST_09152,4599.32,CARD,SUCCESS,,36,20,8,7,CARD,21,Sunday
TXN_024925,CUST_02459,1864.56,CARD,FAILED,CARD_DECLINED,28,26,3,1,CARD,1,Sunday
TXN_024926,CUST_05433,7916.62,CARD,SUCCESS,,54,8,18,3,UPI,16,Sunday
TXN_024927,CUST_07566,13318.31,WALLET,FAILED,BANK_TIMEOUT,42,15,13,10,WALLET,6,Monday
TXN_024928,CUST_09509,2726.81,NETBANKING,SUCCESS,,42,3,16,5,WALLET,23,Sunday
TXN_024929,CUST_03121,6531.0,UPI,SUCCESS,,19,25,13,1,NETBANKING,17,Thursday
TXN_024930,CUST_05033,24157.56,UPI,SUCCESS,,58,11,24,4,NETBANKING,23,Monday
TXN_024931,CUST_04930,678.18,CARD,SUCCESS,,50,14,9,3,WALLET,12,Monday
TXN_024932,CUST_07325,13005.28,UPI,FAILED,BANK_TIMEOUT,22,13,8,5,WALLET,20,Monday
TXN_024933,CUST_09147,24606.33,NETBANKING,SUCCESS,,39,25,20,6,NETBANKING,4,Saturday
TXN_024934,CUST_02407,16126.19,CARD,SUCCESS,,41,4,25,2,WALLET,5,Sunday
TXN_024935,CUST_09944,10352.76,WALLET,FAILED,OTP_FAILURE,53,25,21,2,WALLET,19,Monday
TXN_024936,CUST_09168,851.11,WALLET,SUCCESS,,29,18,15,7,NETBANKING,5,Saturday
TXN_024937,CUST_07476,4677.74,UPI,SUCCESS,,60,22,20,5,CARD,5,Sunday
TXN_024938,CUST_05133,2570.45,NETBANKING,FAILED,BANK_SERVER_DOWN,44,28,2,8,CARD,6,Monday
TXN_024939,CUST_07405,4521.84,NETBANKING,SUCCESS,,55,18,8,9,CARD,19,Saturday
TXN_024940,CUST_09817,23345.17,CARD,SUCCESS,,36,30,6,6,UPI,14,Tuesday
TXN_024941,CUST_09638,24398.71,CARD,FAILED,BANK_TIMEOUT,19,15,14,7,NETBANKING,4,Wednesday
TXN_024942,CUST_00263,18499.4,NETBANKING,SUCCESS,,58,23,2,0,UPI,12,Wednesday
TXN_024943,CUST_01557,10282.04,WALLET,SUCCESS,,48,2,7,10,UPI,4,Friday
TXN_024944,CUST_01671,1294.07,WALLET,SUCCESS,,44,16,7,2,WALLET,21,Friday
TXN_024945,CUST_03447,10528.38,UPI,SUCCESS,,18,28,23,2,NETBANKING,15,Sunday
TXN_024946,CUST_00248,6090.46,UPI,SUCCESS,,51,6,19,6,CARD,8,Friday
TXN_024947,CUST_06601,15514.33,UPI,SUCCESS,,55,14,12,1,NETBANKING,14,Wednesday
TXN_024948,CUST_08422,22305.18,WALLET,SUCCESS,,44,7,3,3,WALLET,5,Sunday
TXN_024949,CUST_03726,17534.93,WALLET,SUCCESS,,60,26,20,8,CARD,21,Monday
TXN_024950,CUST_02058,3917.97,WALLET,SUCCESS,,48,30,12,1,WALLET,18,Thursday
TXN_024951,CUST_03099,17115.67,NETBANKING,SUCCESS,,33,11,6,5,CARD,10,Sunday
TXN_024952,CUST_05560,10811.07,UPI,SUCCESS,,21,9,17,4,CARD,5,Monday
TXN_024953,CUST_04327,19411.1,WALLET,SUCCESS,,59,19,18,8,WALLET,13,Monday
TXN_024954,CUST_00491,14400.79,CARD,SUCCESS,,45,12,7,6,NETBANKING,3,Thursday
TXN_024955,CUST_09155,21687.98,WALLET,SUCCESS,,45,28,11,2,UPI,10,Thursday
TXN_024956,CUST_04271,2245.27,UPI,SUCCESS,,51,15,16,9,NETBANKING,0,Saturday
TXN_024957,CUST_07162,663.83,UPI,SUCCESS,,27,26,3,1,NETBANKING,5,Saturday
TXN_024958,CUST_05163,11736.15,UPI,FAILED,CARD_DECLINED,55,7,19,2,CARD,21,Saturday
TXN_024959,CUST_01301,23226.89,NETBANKING,SUCCESS,,22,24,21,3,UPI,15,Monday
TXN_024960,CUST_09060,5212.76,WALLET,SUCCESS,,52,14,6,6,NETBANKING,3,Monday
TXN_024961,CUST_03246,16291.36,WALLET,SUCCESS,,45,1,10,10,UPI,4,Saturday
TXN_024962,CUST_07598,22608.65,NETBANKING,SUCCESS,,22,23,7,7,WALLET,7,Sunday
TXN_024963,CUST_09818,4084.03,CARD,FAILED,NETWORK_ERROR,52,5,18,8,UPI,15,Friday
TXN_024964,CUST_01537,19732.03,NETBANKING,SUCCESS,,45,14,20,0,NETBANKING,5,Wednesday
TXN_024965,CUST_01887,14979.17,UPI,SUCCESS,,21,9,13,3,UPI,9,Thursday
TXN_024966,CUST_07453,2883.59,CARD,SUCCESS,,53,6,13,10,CARD,10,Thursday
TXN_024967,CUST_04646,742.12,CARD,SUCCESS,,22,4,2,10,CARD,4,Wednesday
TXN_024968,CUST_03931,5767.73,CARD,SUCCESS,,48,18,15,1,NETBANKING,18,Saturday
TXN_024969,CUST_04052,23684.71,UPI,SUCCESS,,24,22,14,1,UPI,5,Sunday
TXN_024970,CUST_08416,7029.88,CARD,SUCCESS,,40,16,25,9,NETBANKING,5,Wednesday
TXN_024971,CUST_05074,2359.23,NETBANKING,FAILED,CARD_DECLINED,50,11,17,4,UPI,2,Thursday
TXN_024972,CUST_08291,8085.45,WALLET,SUCCESS,,34,10,3,5,CARD,21,Sunday
TXN_024973,CUST_09472,18901.97,CARD,SUCCESS,,29,12,2,8,WALLET,7,Friday
TXN_024974,CUST_01244,9439.3,UPI,SUCCESS,,34,13,16,2,NETBANKING,19,Thursday
TXN_024975,CUST_08693,9143.52,CARD,SUCCESS,,52,1,5,9,CARD,21,Monday
TXN_024976,CUST_08208,3831.93,CARD,SUCCESS,,56,18,18,6,NETBANKING,11,Sunday
TXN_024977,CUST_04027,4006.05,WALLET,SUCCESS,,39,6,11,0,WALLET,13,Wednesday
TXN_024978,CUST_01847,24396.16,WALLET,FAILED,CARD_DECLINED,60,26,25,5,NETBANKING,18,Friday
TXN_024979,CUST_03654,4259.74,NETBANKING,FAILED,LIMIT_EXCEEDED,46,30,2,10,NETBANKING,22,Friday
TXN_024980,CUST_00812,13670.45,UPI,SUCCESS,,30,11,4,3,UPI,16,Sunday
TXN_024981,CUST_02730,15782.54,CARD,SUCCESS,,25,7,10,10,WALLET,23,Thursday
TXN_024982,CUST_05159,22768.28,WALLET,SUCCESS,,38,14,10,0,NETBANKING,3,Tuesday
TXN_024983,CUST_07920,17942.25,UPI,SUCCESS,,31,21,23,9,NETBANKING,17,Sunday
TXN_024984,CUST_07972,15930.93,NETBANKING,SUCCESS,,38,19,10,4,WALLET,11,Thursday
TXN_024985,CUST_01162,3308.02,CARD,SUCCESS,,40,9,2,0,UPI,9,Wednesday
TXN_024986,CUST_07602,24324.88,NETBANKING,FAILED,OTP_FAILURE,34,5,20,7,CARD,11,Tuesday
TXN_024987,CUST_03836,11441.53,UPI,SUCCESS,,58,28,24,6,NETBANKING,21,Saturday
TXN_024988,CUST_03321,22711.52,NETBANKING,SUCCESS,,35,27,3,6,WALLET,1,Tuesday
TXN_024989,CUST_09194,23207.43,WALLET,SUCCESS,,36,8,5,9,NETBANKING,1,Monday
TXN_024990,CUST_00224,10850.72,WALLET,SUCCESS,,18,12,25,5,NETBANKING,6,Saturday
TXN_024991,CUST_01861,14571.13,NETBANKING,SUCCESS,,26,10,3,7,UPI,19,Sunday
TXN_024992,CUST_04896,23008.7,NETBANKING,SUCCESS,,45,12,24,5,NETBANKING,14,Wednesday
TXN_024993,CUST_00366,1111.98,CARD,SUCCESS,,30,25,16,10,NETBANKING,0,Saturday
TXN_024994,CUST_09218,24268.02,WALLET,SUCCESS,,25,20,5,5,WALLET,20,Tuesday
TXN_024995,CUST_01853,579.63,UPI,SUCCESS,,56,11,5,9,CARD,13,Saturday
TXN_024996,CUST_06466,14005.54,NETBANKING,SUCCESS,,55,4,11,8,WALLET,22,Saturday
TXN_024997,CUST_04528,3282.23,UPI,SUCCESS,,50,7,1,4,NETBANKING,16,Thursday
TXN_024998,CUST_08876,8479.86,CARD,SUCCESS,,24,21,18,9,UPI,22,Friday
TXN_024999,CUST_08376,480.54,CARD,SUCCESS,,38,26,21,4,NETBANKING,22,Friday
TXN_025000,CUST_03965,12654.28,WALLET,SUCCESS,,40,12,24,4,CARD,18,Saturday
TXN_025001,CUST_05061,7982.72,UPI,SUCCESS,,57,26,16,5,CARD,14,Wednesday
TXN_025002,CUST_02845,10981.37,UPI,FAILED,BANK_SERVER_DOWN,42,11,25,7,CARD,21,Wednesday
TXN_025003,CUST_09329,12397.33,WALLET,SUCCESS,,44,2,4,4,CARD,1,Tuesday
TXN_025004,CUST_04606,2836.65,WALLET,SUCCESS,,45,6,16,2,WALLET,9,Monday
TXN_025005,CUST_07835,1787.26,WALLET,SUCCESS,,49,16,22,5,WALLET,7,Tuesday
TXN_025006,CUST_05013,20066.24,UPI,FAILED,BANK_TIMEOUT,45,13,9,7,UPI,16,Friday
TXN_025007,CUST_08274,720.11,UPI,FAILED,BANK_TIMEOUT,35,7,13,8,UPI,9,Friday
TXN_025008,CUST_05450,21444.55,NETBANKING,SUCCESS,,53,26,22,6,WALLET,2,Sunday
TXN_025009,CUST_04297,17492.54,NETBANKING,SUCCESS,,24,19,3,10,WALLET,1,Monday
TXN_025010,CUST_09673,7076.06,NETBANKING,SUCCESS,,54,10,5,2,NETBANKING,23,Wednesday
TXN_025011,CUST_03347,623.4,WALLET,SUCCESS,,19,14,7,0,CARD,13,Thursday
TXN_025012,CUST_06099,4386.48,CARD,SUCCESS,,24,19,24,0,CARD,10,Wednesday
TXN_025013,CUST_06498,4618.16,WALLET,FAILED,BANK_TIMEOUT,34,14,25,2,NETBANKING,11,Wednesday
TXN_025014,CUST_01764,9252.04,CARD,SUCCESS,,22,17,1,6,UPI,6,Wednesday
TXN_025015,CUST_05940,3666.63,CARD,SUCCESS,,22,9,15,0,WALLET,16,Thursday
TXN_025016,CUST_08635,5106.22,WALLET,FAILED,BANK_SERVER_DOWN,41,4,3,5,CARD,16,Tuesday
TXN_025017,CUST_07414,9706.24,CARD,SUCCESS,,35,28,19,10,UPI,1,Saturday
TXN_025018,CUST_00443,17018.19,NETBANKING,SUCCESS,,48,7,6,4,NETBANKING,9,Tuesday
TXN_025019,CUST_00905,13591.47,CARD,SUCCESS,,56,1,17,8,UPI,11,Sunday
TXN_025020,CUST_05663,8506.47,NETBANKING,SUCCESS,,35,10,15,0,CARD,11,Wednesday
TXN_025021,CUST_02486,4118.31,CARD,SUCCESS,,53,24,2,9,CARD,23,Saturday
TXN_025022,CUST_08635,4374.23,CARD,SUCCESS,,41,4,3,5,CARD,19,Thursday
TXN_025023,CUST_00165,9299.68,CARD,SUCCESS,,24,25,23,5,UPI,11,Friday
TXN_025024,CUST_05761,9441.28,WALLET,SUCCESS,,41,28,9,7,NETBANKING,15,Monday
TXN_025025,CUST_03191,2483.81,WALLET,SUCCESS,,18,29,1,3,CARD,16,Saturday
TXN_025026,CUST_04438,21522.02,CARD,SUCCESS,,29,15,21,9,UPI,12,Wednesday
TXN_025027,CUST_02674,2615.24,UPI,SUCCESS,,59,6,15,10,UPI,23,Friday
TXN_025028,CUST_00917,16915.9,CARD,SUCCESS,,57,29,16,0,CARD,7,Monday
TXN_025029,CUST_03733,1809.93,UPI,SUCCESS,,50,27,9,3,UPI,7,Sunday
TXN_025030,CUST_00864,14198.02,WALLET,SUCCESS,,47,21,20,2,UPI,18,Sunday
TXN_025031,CUST_05932,2981.35,WALLET,SUCCESS,,22,21,12,2,CARD,21,Sunday
TXN_025032,CUST_03529,22540.63,CARD,SUCCESS,,52,1,9,1,WALLET,0,Monday
TXN_025033,CUST_05634,2956.16,UPI,SUCCESS,,25,17,11,1,WALLET,16,Saturday
TXN_025034,CUST_07428,7339.5,CARD,SUCCESS,,20,24,20,6,CARD,11,Saturday
TXN_025035,CUST_07145,16407.66,WALLET,SUCCESS,,38,2,20,2,UPI,22,Friday
TXN_025036,CUST_00921,5272.11,UPI,SUCCESS,,51,25,20,4,WALLET,19,Tuesday
TXN_025037,CUST_03107,12994.97,UPI,SUCCESS,,60,24,9,10,UPI,11,Friday
TXN_025038,CUST_05462,3235.3,WALLET,SUCCESS,,38,15,25,1,WALLET,10,Monday
TXN_025039,CUST_04830,6566.82,UPI,SUCCESS,,30,19,13,3,CARD,14,Monday
TXN_025040,CUST_03318,4364.43,CARD,SUCCESS,,34,11,19,9,CARD,18,Sunday
TXN_025041,CUST_04013,3129.28,CARD,SUCCESS,,26,11,10,5,WALLET,6,Wednesday
TXN_025042,CUST_05122,6900.18,WALLET,SUCCESS,,48,6,21,8,CARD,13,Sunday
TXN_025043,CUST_07057,13298.12,UPI,FAILED,BANK_SERVER_DOWN,22,10,25,7,NETBANKING,20,Thursday
TXN_025044,CUST_07825,9055.93,CARD,SUCCESS,,19,23,25,0,WALLET,15,Tuesday
TXN_025045,CUST_08188,4330.45,NETBANKING,SUCCESS,,40,27,12,6,CARD,18,Thursday
TXN_025046,CUST_05760,15842.92,UPI,FAILED,LIMIT_EXCEEDED,22,2,12,10,CARD,9,Sunday
TXN_025047,CUST_00292,24735.4,CARD,SUCCESS,,30,29,23,8,CARD,9,Thursday
TXN_025048,CUST_04235,11268.5,UPI,SUCCESS,,27,4,9,6,NETBANKING,9,Wednesday
TXN_025049,CUST_03419,3145.15,NETBANKING,SUCCESS,,19,24,4,2,UPI,10,Tuesday
TXN_025050,CUST_07174,13242.87,WALLET,SUCCESS,,26,25,22,4,UPI,13,Monday
TXN_025051,CUST_06088,20409.98,CARD,SUCCESS,,39,16,21,2,NETBANKING,10,Friday
TXN_025052,CUST_04221,22825.24,WALLET,SUCCESS,,31,29,21,7,WALLET,15,Tuesday
TXN_025053,CUST_09015,4421.44,CARD,SUCCESS,,45,12,23,9,NETBANKING,15,Monday
TXN_025054,CUST_00011,24726.45,NETBANKING,SUCCESS,,33,30,22,7,WALLET,0,Friday
TXN_025055,CUST_06516,8486.71,NETBANKING,SUCCESS,,51,20,14,4,CARD,1,Wednesday
TXN_025056,CUST_00172,13234.83,CARD,SUCCESS,,20,13,2,3,CARD,18,Monday
TXN_025057,CUST_07716,5652.46,NETBANKING,SUCCESS,,49,14,9,5,UPI,22,Tuesday
TXN_025058,CUST_06735,2624.6,UPI,FAILED,BANK_SERVER_DOWN,34,28,10,0,NETBANKING,15,Sunday
TXN_025059,CUST_02642,10762.01,UPI,FAILED,OTP_FAILURE,21,6,16,9,NETBANKING,13,Thursday
TXN_025060,CUST_07828,6334.61,WALLET,SUCCESS,,54,22,10,4,UPI,2,Thursday
TXN_025061,CUST_07434,22821.27,UPI,SUCCESS,,45,3,19,5,UPI,16,Tuesday
TXN_025062,CUST_03985,17235.91,WALLET,FAILED,BANK_TIMEOUT,48,13,6,1,CARD,21,Wednesday
TXN_025063,CUST_02787,1424.9,NETBANKING,SUCCESS,,31,6,11,4,CARD,7,Sunday
TXN_025064,CUST_08343,17315.98,WALLET,SUCCESS,,53,20,9,2,NETBANKING,11,Tuesday
TXN_025065,CUST_00630,6264.56,CARD,FAILED,BANK_TIMEOUT,35,29,2,5,NETBANKING,4,Thursday
TXN_025066,CUST_09618,1848.36,UPI,SUCCESS,,35,22,11,5,NETBANKING,23,Saturday
