transaction_id,customer_id,amount,payment_method,status,failure_reason,customer_age,previous_transactions,successful_transactions,failed_transactions,preferred_method,hour,day_of_week,recovered
TXN_023246,CUST_01771,703.12,NETBANKING,FAILED,NETWORK_ERROR,51,14,16,1,WALLET,20,Saturday,1
TXN_023249,CUST_08840,22549.59,CARD,FAILED,INSUFFICIENT_FUNDS,29,7,15,10,WALLET,10,Tuesday,1
TXN_023256,CUST_09358,24811.6,WALLET,FAILED,OTP_FAILURE,21,7,22,10,WALLET,22,Monday,1
TXN_023259,CUST_01625,5963.79,NETBANKING,FAILED,INSUFFICIENT_FUNDS,59,14,24,0,WALLET,4,Sunday,0
TXN_023263,CUST_01527,11056.37,NETBANKING,FAILED,BANK_SERVER_DOWN,48,11,16,10,UPI,5,Friday,0
TXN_023271,CUST_07566,2443.64,UPI,FAILED,INSUFFICIENT_FUNDS,42,15,13,10,WALLET,2,Friday,0
TXN_023273,CUST_07271,14903.32,WALLET,FAILED,INSUFFICIENT_FUNDS,46,18,25,6,CARD,20,Wednesday,0
TXN_023282,CUST_06920,19942.08,CARD,FAILED,INSUFFICIENT_FUNDS,32,18,24,3,NETBANKING,5,Friday,0
TXN_023291,CUST_07830,18231.71,WALLET,FAILED,LIMIT_EXCEEDED,60,22,12,4,CARD,13,Tuesday,0
TXN_023304,CUST_01273,16481.4,UPI,FAILED,LIMIT_EXCEEDED,18,4,23,3,UPI,4,Monday,0
TXN_023308,CUST_04231,12673.74,UPI,FAILED,NETWORK_ERROR,26,29,1,3,NETBANKING,14,Thursday,0
TXN_023311,CUST_08600,11185.08,UPI,FAILED,LIMIT_EXCEEDED,48,5,7,4,WALLET,16,Wednesday,0
TXN_023317,CUST_02362,11255.87,CARD,FAILED,LIMIT_EXCEEDED,32,17,11,3,NETBANKING,18,Friday,0
TXN_023321,CUST_07463,8727.4,WALLET,FAILED,NETWORK_ERROR,38,22,16,0,CARD,7,Wednesday,1
TXN_023326,CUST_00981,2133.81,NETBANKING,FAILED,OTP_FAILURE,35,8,9,1,WALLET,17,Thursday,0
TXN_023330,CUST_03929,17132.19,NETBANKING,FAILED,BANK_TIMEOUT,33,12,6,4,NETBANKING,6,Monday,0
TXN_023334,CUST_09231,6102.8,NETBANKING,FAILED,OTP_FAILURE,30,28,18,5,UPI,17,Sunday,0
TXN_023340,CUST_08402,5523.61,UPI,FAILED,BANK_TIMEOUT,34,13,21,5,WALLET,5,Friday,1
TXN_023345,CUST_07432,3006.55,WALLET,FAILED,BANK_TIMEOUT,49,17,9,2,NETBANKING,12,Sunday,1
TXN_023347,CUST_02721,7425.8,UPI,FAILED,OTP_FAILURE,60,11,18,2,NETBANKING,1,Wednesday,0
TXN_023348,CUST_09324,3706.41,UPI,FAILED,NETWORK_ERROR,59,24,1,3,CARD,23,Wednesday,0
TXN_023351,CUST_06537,4887.02,NETBANKING,FAILED,BANK_TIMEOUT,55,30,19,3,WALLET,18,Saturday,1
TXN_023354,CUST_00679,9489.77,UPI,FAILED,BANK_SERVER_DOWN,28,13,14,1,WALLET,7,Sunday,0
TXN_023358,CUST_02993,7925.95,WALLET,FAILED,CARD_DECLINED,33,28,16,5,WALLET,14,Monday,0
TXN_023359,CUST_07568,6263.42,WALLET,FAILED,INSUFFICIENT_FUNDS,32,26,16,6,UPI,3,Monday,0
TXN_023367,CUST_04859,14593.74,CARD,FAILED,OTP_FAILURE,46,7,14,9,NETBANKING,9,Thursday,0
TXN_023370,CUST_05214,13662.11,NETBANKING,FAILED,INSUFFICIENT_FUNDS,51,2,8,6,WALLET,17,Saturday,0
TXN_023381,CUST_06820,7856.55,WALLET,FAILED,NETWORK_ERROR,54,14,7,10,WALLET,11,Monday,0
TXN_023383,CUST_08403,14358.1,UPI,FAILED,LIMIT_EXCEEDED,56,12,4,9,WALLET,15,Friday,0
TXN_023384,CUST_01085,7722.76,WALLET,FAILED,BANK_SERVER_DOWN,27,8,25,4,NETBANKING,18,Monday,0
TXN_023409,CUST_00948,8470.95,WALLET,FAILED,OTP_FAILURE,51,6,1,10,NETBANKING,6,Monday,0
TXN_023415,CUST_08302,16097.1,UPI,FAILED,BANK_TIMEOUT,59,19,11,6,WALLET,18,Sunday,0
TXN_023423,CUST_02463,1272.51,CARD,FAILED,BANK_SERVER_DOWN,36,26,2,2,CARD,5,Wednesday,1
TXN_023439,CUST_00322,19711.76,CARD,FAILED,LIMIT_EXCEEDED,57,19,20,10,NETBANKING,23,Friday,0
TXN_023447,CUST_05462,23542.29,UPI,FAILED,CARD_DECLINED,38,15,25,1,WALLET,7,Saturday,0
TXN_023452,CUST_02014,23088.15,UPI,FAILED,OTP_FAILURE,51,13,2,0,NETBANKING,0,Monday,0
TXN_023456,CUST_04544,21222.33,WALLET,FAILED,INSUFFICIENT_FUNDS,51,11,22,9,CARD,13,Friday,1
TXN_023466,CUST_01657,5479.78,UPI,FAILED,BANK_SERVER_DOWN,56,20,17,9,WALLET,20,Wednesday,0
TXN_023467,CUST_06817,4018.81,NETBANKING,FAILED,LIMIT_EXCEEDED,32,8,9,9,CARD,4,Tuesday,1
TXN_023473,CUST_07856,23741.78,UPI,FAILED,NETWORK_ERROR,24,6,14,7,CARD,19,Wednesday,1
TXN_023487,CUST_07534,3571.27,CARD,FAILED,INSUFFICIENT_FUNDS,53,16,9,8,WALLET,22,Monday,0
TXN_023496,CUST_07224,17994.03,CARD,FAILED,OTP_FAILURE,39,13,16,6,CARD,6,Monday,0
TXN_023499,CUST_01507,9079.55,UPI,FAILED,BANK_SERVER_DOWN,21,9,2,0,UPI,15,Friday,0
TXN_023502,CUST_08950,21755.89,UPI,FAILED,NETWORK_ERROR,44,14,3,4,UPI,6,Tuesday,1
TXN_023508,CUST_00513,16132.33,CARD,FAILED,BANK_TIMEOUT,37,30,12,5,NETBANKING,7,Tuesday,1
TXN_023510,CUST_04629,22169.72,UPI,FAILED,NETWORK_ERROR,23,4,24,0,WALLET,12,Wednesday,1
TXN_023514,CUST_09120,12488.26,WALLET,FAILED,BANK_TIMEOUT,39,8,4,0,UPI,7,Friday,1
TXN_023516,CUST_06824,24785.04,CARD,FAILED,NETWORK_ERROR,52,15,1,1,WALLET,6,Saturday,0
TXN_023522,CUST_00212,14608.87,WALLET,FAILED,CARD_DECLINED,32,24,15,9,CARD,11,Monday,1
TXN_023526,CUST_04384,17965.89,WALLET,FAILED,NETWORK_ERROR,51,10,18,8,UPI,12,Sunday,1
TXN_023534,CUST_08995,12920.85,NETBANKING,FAILED,INSUFFICIENT_FUNDS,56,13,6,5,CARD,21,Tuesday,0
TXN_023542,CUST_00231,17283.67,UPI,FAILED,OTP_FAILURE,33,9,21,10,WALLET,17,Tuesday,0
TXN_023543,CUST_05091,11764.56,WALLET,FAILED,LIMIT_EXCEEDED,44,13,22,10,CARD,23,Monday,1
TXN_023550,CUST_08700,16978.7,WALLET,FAILED,CARD_DECLINED,40,8,25,7,UPI,3,Sunday,0
TXN_023551,CUST_00162,18543.01,WALLET,FAILED,CARD_DECLINED,46,19,7,4,NETBANKING,23,Wednesday,0
TXN_023559,CUST_05712,22378.23,UPI,FAILED,INSUFFICIENT_FUNDS,30,25,1,0,NETBANKING,10,Monday,0
TXN_023576,CUST_06182,24535.56,NETBANKING,FAILED,NETWORK_ERROR,22,24,15,7,WALLET,1,Wednesday,0
TXN_023578,CUST_07382,2968.9,WALLET,FAILED,BANK_SERVER_DOWN,56,12,2,4,UPI,10,Monday,0
TXN_023580,CUST_07804,23917.73,NETBANKING,FAILED,CARD_DECLINED,20,5,18,5,CARD,7,Wednesday,0
TXN_023599,CUST_09828,22235.83,NETBANKING,FAILED,OTP_FAILURE,51,29,10,8,UPI,7,Saturday,0
TXN_023603,CUST_04690,18545.52,NETBANKING,FAILED,BANK_TIMEOUT,19,26,25,10,CARD,16,Thursday,1
TXN_023604,CUST_01357,759.98,CARD,FAILED,BANK_SERVER_DOWN,51,11,3,2,NETBANKING,4,Tuesday,0
TXN_023609,CUST_00419,22695.41,WALLET,FAILED,LIMIT_EXCEEDED,55,10,21,4,CARD,17,Sunday,0
TXN_023615,CUST_07137,21483.11,NETBANKING,FAILED,LIMIT_EXCEEDED,37,6,4,4,NETBANKING,16,Sunday,0
TXN_023616,CUST_09721,11191.24,CARD,FAILED,CARD_DECLINED,20,4,20,3,WALLET,14,Saturday,1
TXN_023622,CUST_08076,12869.62,UPI,FAILED,NETWORK_ERROR,44,17,5,3,CARD,18,Tuesday,0
TXN_023627,CUST_02212,8504.56,CARD,FAILED,OTP_FAILURE,39,12,6,4,NETBANKING,1,Saturday,0
TXN_023628,CUST_09161,18242.75,NETBANKING,FAILED,LIMIT_EXCEEDED,27,13,17,3,UPI,0,Thursday,0
TXN_023632,CUST_04320,6663.48,CARD,FAILED,INSUFFICIENT_FUNDS,20,26,10,8,WALLET,6,Tuesday,0
TXN_023651,CUST_00378,21840.78,UPI,FAILED,LIMIT_EXCEEDED,48,20,19,2,WALLET,19,Friday,1
TXN_023658,CUST_05784,2709.8,CARD,FAILED,LIMIT_EXCEEDED,20,30,1,7,UPI,2,Saturday,0
TXN_023663,CUST_09259,18669.39,CARD,FAILED,OTP_FAILURE,58,9,3,10,NETBANKING,6,Monday,0
TXN_023665,CUST_00358,7219.98,NETBANKING,FAILED,CARD_DECLINED,28,23,7,6,UPI,22,Saturday,0
TXN_023670,CUST_03005,3549.29,CARD,FAILED,NETWORK_ERROR,43,12,3,5,CARD,21,Tuesday,0
TXN_023672,CUST_02842,7169.27,WALLET,FAILED,CARD_DECLINED,22,21,8,10,NETBANKING,23,Sunday,0
TXN_023679,CUST_04811,7286.82,UPI,FAILED,INSUFFICIENT_FUNDS,29,10,5,9,WALLET,12,Monday,0
TXN_023687,CUST_01517,9464.48,WALLET,FAILED,LIMIT_EXCEEDED,33,9,14,5,CARD,3,Monday,0
TXN_023691,CUST_05301,24803.23,NETBANKING,FAILED,CARD_DECLINED,22,7,7,0,UPI,12,Thursday,0
TXN_023708,CUST_08444,2250.47,UPI,FAILED,INSUFFICIENT_FUNDS,36,7,19,3,CARD,8,Monday,0
TXN_023709,CUST_06844,11685.72,WALLET,FAILED,NETWORK_ERROR,21,7,12,4,CARD,17,Tuesday,0
TXN_023711,CUST_03179,22105.04,UPI,FAILED,BANK_TIMEOUT,55,25,12,5,NETBANKING,17,Saturday,1
TXN_023715,CUST_06827,13806.14,WALLET,FAILED,BANK_SERVER_DOWN,20,8,5,3,UPI,5,Friday,0
TXN_023718,CUST_05431,19750.34,WALLET,FAILED,BANK_TIMEOUT,59,15,2,1,NETBANKING,14,Thursday,1
TXN_023723,CUST_07717,19467.7,NETBANKING,FAILED,BANK_TIMEOUT,27,1,13,1,WALLET,6,Monday,0
TXN_023733,CUST_04700,6951.82,WALLET,FAILED,INSUFFICIENT_FUNDS,21,15,10,9,CARD,16,Friday,1
TXN_023735,CUST_07022,6968.98,NETBANKING,FAILED,LIMIT_EXCEEDED,51,3,11,9,UPI,18,Friday,1
TXN_023739,CUST_01109,21401.37,CARD,FAILED,NETWORK_ERROR,19,29,19,9,CARD,21,Monday,0
TXN_023749,CUST_02467,152.54,UPI,FAILED,OTP_FAILURE,27,28,7,9,UPI,12,Thursday,1
TXN_023756,CUST_01535,14809.06,CARD,FAILED,OTP_FAILURE,19,11,23,1,NETBANKING,21,Monday,0
TXN_023759,CUST_05771,10745.58,CARD,FAILED,BANK_TIMEOUT,23,12,20,6,NETBANKING,9,Thursday,1
TXN_023771,CUST_02913,13822.14,UPI,FAILED,LIMIT_EXCEEDED,43,1,7,4,UPI,14,Tuesday,0
TXN_023772,CUST_08156,19968.07,WALLET,FAILED,INSUFFICIENT_FUNDS,31,20,6,1,CARD,2,Sunday,0
TXN_023776,CUST_03143,401.62,CARD,FAILED,LIMIT_EXCEEDED,39,26,12,0,UPI,11,Thursday,0
TXN_023783,CUST_06947,23836.2,CARD,FAILED,NETWORK_ERROR,49,18,25,2,CARD,20,Saturday,1
TXN_023785,CUST_01790,9627.29,UPI,FAILED,NETWORK_ERROR,36,27,17,8,CARD,2,Monday,1
TXN_023788,CUST_08481,24057.03,UPI,FAILED,INSUFFICIENT_FUNDS,22,14,3,1,UPI,9,Thursday,0
TXN_023790,CUST_06365,18744.38,UPI,FAILED,INSUFFICIENT_FUNDS,58,22,6,8,WALLET,22,Saturday,0
TXN_023791,CUST_06463,1925.78,WALLET,FAILED,CARD_DECLINED,20,21,1,2,UPI,20,Sunday,0
TXN_023792,CUST_00496,17164.65,UPI,FAILED,BANK_SERVER_DOWN,33,8,7,8,CARD,3,Wednesday,0
TXN_023794,CUST_08829,18600.77,NETBANKING,FAILED,LIMIT_EXCEEDED,25,21,17,8,WALLET,14,Wednesday,0
TXN_023799,CUST_03100,7162.48,WALLET,FAILED,NETWORK_ERROR,41,25,20,5,CARD,1,Sunday,0
TXN_023803,CUST_08925,10557.74,NETBANKING,FAILED,BANK_SERVER_DOWN,51,11,25,7,UPI,3,Saturday,0
TXN_023808,CUST_04097,8503.02,NETBANKING,FAILED,INSUFFICIENT_FUNDS,41,19,7,0,WALLET,3,Wednesday,0
TXN_023811,CUST_00610,22628.72,WALLET,FAILED,BANK_TIMEOUT,20,9,25,0,WALLET,18,Monday,1
TXN_023813,CUST_03695,24641.53,NETBANKING,FAILED,OTP_FAILURE,36,20,23,9,NETBANKING,12,Tuesday,0
TXN_023815,CUST_01862,7253.78,CARD,FAILED,NETWORK_ERROR,55,15,21,8,WALLET,6,Wednesday,1
TXN_023819,CUST_09338,9369.58,WALLET,FAILED,BANK_SERVER_DOWN,36,20,1,8,UPI,7,Tuesday,0
TXN_023821,CUST_07827,18234.06,UPI,FAILED,BANK_SERVER_DOWN,30,29,21,8,CARD,10,Monday,0
TXN_023829,CUST_08194,524.58,UPI,FAILED,BANK_SERVER_DOWN,53,7,10,9,WALLET,0,Friday,0
TXN_023837,CUST_06952,19339.25,NETBANKING,FAILED,BANK_SERVER_DOWN,20,26,17,0,UPI,1,Monday,0
TXN_023861,CUST_06317,19649.83,NETBANKING,FAILED,LIMIT_EXCEEDED,46,18,14,6,NETBANKING,5,Tuesday,0
TXN_023866,CUST_03003,11704.61,UPI,FAILED,LIMIT_EXCEEDED,19,5,20,10,UPI,20,Friday,0
TXN_023869,CUST_05619,6490.09,CARD,FAILED,NETWORK_ERROR,54,21,19,7,NETBANKING,20,Sunday,0
TXN_023876,CUST_04575,13466.58,UPI,FAILED,OTP_FAILURE,20,6,14,4,CARD,9,Friday,0
TXN_023892,CUST_00397,18271.05,CARD,FAILED,OTP_FAILURE,52,19,6,5,NETBANKING,0,Thursday,0
TXN_023896,CUST_05441,13866.14,NETBANKING,FAILED,BANK_TIMEOUT,52,5,16,6,WALLET,12,Sunday,1
TXN_023900,CUST_09491,24046.96,NETBANKING,FAILED,BANK_SERVER_DOWN,40,27,5,10,UPI,20,Monday,0
TXN_023903,CUST_05711,16963.76,NETBANKING,FAILED,OTP_FAILURE,43,19,16,3,UPI,12,Sunday,0
TXN_023906,CUST_02552,4766.89,WALLET,FAILED,INSUFFICIENT_FUNDS,25,10,7,7,NETBANKING,6,Monday,1
TXN_023907,CUST_03859,3589.53,WALLET,FAILED,BANK_SERVER_DOWN,48,19,14,3,UPI,19,Saturday,0
TXN_023917,CUST_04624,14446.59,NETBANKING,FAILED,LIMIT_EXCEEDED,20,9,2,2,WALLET,14,Sunday,0
TXN_023921,CUST_05541,1263.88,NETBANKING,FAILED,LIMIT_EXCEEDED,39,8,1,5,CARD,13,Monday,0
TXN_023922,CUST_05359,14552.6,WALLET,FAILED,OTP_FAILURE,50,18,21,2,CARD,6,Friday,0
TXN_023923,CUST_05147,14084.58,WALLET,FAILED,OTP_FAILURE,55,5,24,0,NETBANKING,23,Thursday,0
TXN_023924,CUST_00949,9845.71,UPI,FAILED,BANK_SERVER_DOWN,22,14,7,3,NETBANKING,10,Friday,0
TXN_023930,CUST_07315,3975.49,WALLET,FAILED,BANK_TIMEOUT,45,11,13,9,NETBANKING,20,Thursday,1
TXN_023933,CUST_04922,4449.19,UPI,FAILED,NETWORK_ERROR,42,8,9,3,UPI,22,Friday,1
TXN_023937,CUST_03825,14953.53,WALLET,FAILED,CARD_DECLINED,60,27,24,9,NETBANKING,14,Thursday,0
TXN_023940,CUST_02674,7515.73,UPI,FAILED,LIMIT_EXCEEDED,59,6,15,10,UPI,10,Sunday,0
TXN_023942,CUST_02212,10790.47,CARD,FAILED,NETWORK_ERROR,39,12,6,4,NETBANKING,7,Saturday,1
TXN_023943,CUST_03637,19992.49,UPI,FAILED,OTP_FAILURE,51,13,23,4,UPI,10,Thursday,0
TXN_023962,CUST_01785,2509.35,UPI,FAILED,BANK_SERVER_DOWN,39,23,24,2,NETBANKING,16,Sunday,1
TXN_023969,CUST_08495,18187.24,UPI,FAILED,OTP_FAILURE,35,14,2,7,NETBANKING,18,Wednesday,0
TXN_023972,CUST_02380,20447.87,UPI,FAILED,LIMIT_EXCEEDED,38,26,12,9,WALLET,1,Wednesday,0
TXN_023973,CUST_03390,21448.95,WALLET,FAILED,CARD_DECLINED,45,24,1,4,NETBANKING,10,Sunday,0
TXN_023974,CUST_06875,18441.69,WALLET,FAILED,BANK_SERVER_DOWN,57,18,15,3,UPI,18,Friday,0
TXN_023979,CUST_01868,22092.26,NETBANKING,FAILED,LIMIT_EXCEEDED,19,11,12,3,UPI,20,Wednesday,0
TXN_023987,CUST_07788,20237.58,UPI,FAILED,BANK_SERVER_DOWN,39,29,23,6,WALLET,8,Friday,0
TXN_023996,CUST_03351,22486.67,NETBANKING,FAILED,INSUFFICIENT_FUNDS,30,28,15,5,WALLET,22,Tuesday,0
TXN_024011,CUST_09665,9925.09,CARD,FAILED,CARD_DECLINED,43,24,25,6,WALLET,16,Tuesday,0
TXN_024019,CUST_08043,12685.85,WALLET,FAILED,CARD_DECLINED,40,7,11,4,CARD,1,Wednesday,0
TXN_024024,CUST_05446,684.02,CARD,FAILED,INSUFFICIENT_FUNDS,45,20,6,7,WALLET,9,Sunday,1
TXN_024028,CUST_02062,16576.04,CARD,FAILED,INSUFFICIENT_FUNDS,49,15,16,4,NETBANKING,22,Monday,0
TXN_024047,CUST_02970,22269.84,WALLET,FAILED,NETWORK_ERROR,22,14,9,2,WALLET,21,Tuesday,0
TXN_024054,CUST_09818,21533.8,UPI,FAILED,BANK_TIMEOUT,52,5,18,8,UPI,1,Saturday,1
TXN_024057,CUST_06938,8049.29,CARD,FAILED,BANK_TIMEOUT,38,3,12,3,NETBANKING,11,Monday,1
TXN_024059,CUST_03112,21985.71,NETBANKING,FAILED,CARD_DECLINED,57,24,8,7,WALLET,22,Sunday,0
TXN_024062,CUST_07730,19955.29,WALLET,FAILED,OTP_FAILURE,57,25,11,9,NETBANKING,0,Wednesday,0
TXN_024063,CUST_09031,1653.01,WALLET,FAILED,CARD_DECLINED,28,10,17,4,CARD,14,Thursday,0
TXN_024071,CUST_06923,11313.42,WALLET,FAILED,OTP_FAILURE,60,9,6,8,UPI,12,Tuesday,0
TXN_024087,CUST_04994,15053.22,CARD,FAILED,NETWORK_ERROR,33,20,16,8,WALLET,13,Friday,1
TXN_024089,CUST_05693,21815.68,CARD,FAILED,BANK_TIMEOUT,27,18,4,6,WALLET,22,Tuesday,0
TXN_024104,CUST_04481,21455.77,WALLET,FAILED,OTP_FAILURE,31,26,3,6,UPI,23,Thursday,0
TXN_024120,CUST_08950,19152.59,CARD,FAILED,BANK_TIMEOUT,44,14,3,4,UPI,20,Tuesday,1
TXN_024126,CUST_04202,16199.4,NETBANKING,FAILED,INSUFFICIENT_FUNDS,40,6,8,5,UPI,21,Sunday,0
TXN_024131,CUST_04875,5347.0,UPI,FAILED,INSUFFICIENT_FUNDS,36,7,7,6,UPI,12,Friday,0
TXN_024141,CUST_01253,4991.89,WALLET,FAILED,LIMIT_EXCEEDED,35,19,13,2,NETBANKING,11,Sunday,0
TXN_024146,CUST_07780,22840.17,WALLET,FAILED,LIMIT_EXCEEDED,32,13,6,4,WALLET,3,Sunday,0
TXN_024154,CUST_06750,4790.66,NETBANKING,FAILED,CARD_DECLINED,34,8,5,9,UPI,6,Tuesday,0
TXN_024162,CUST_06818,5960.61,NETBANKING,FAILED,INSUFFICIENT_FUNDS,36,29,17,6,WALLET,12,Wednesday,0
TXN_024185,CUST_06093,4524.24,CARD,FAILED,NETWORK_ERROR,44,4,25,6,UPI,3,Sunday,1
TXN_024186,CUST_03414,20749.77,CARD,FAILED,BANK_TIMEOUT,36,11,3,3,WALLET,11,Monday,0
TXN_024190,CUST_08605,18513.0,UPI,FAILED,LIMIT_EXCEEDED,52,16,3,4,WALLET,1,Monday,0
TXN_024191,CUST_03543,12374.07,UPI,FAILED,LIMIT_EXCEEDED,37,26,12,4,CARD,9,Saturday,0
TXN_024195,CUST_04244,15031.46,WALLET,FAILED,LIMIT_EXCEEDED,27,13,25,4,UPI,9,Sunday,0
TXN_024217,CUST_04396,24625.93,WALLET,FAILED,BANK_TIMEOUT,34,26,4,7,NETBANKING,6,Tuesday,1
TXN_024218,CUST_08570,1755.44,CARD,FAILED,INSUFFICIENT_FUNDS,26,8,22,3,WALLET,16,Thursday,0
TXN_024248,CUST_01185,671.49,NETBANKING,FAILED,BANK_SERVER_DOWN,41,1,12,3,UPI,22,Tuesday,0
TXN_024249,CUST_01942,6869.16,UPI,FAILED,CARD_DECLINED,35,15,23,0,WALLET,10,Saturday,0
TXN_024250,CUST_08441,13256.83,WALLET,FAILED,BANK_SERVER_DOWN,23,29,7,10,NETBANKING,16,Saturday,0
TXN_024254,CUST_07792,8157.41,CARD,FAILED,LIMIT_EXCEEDED,43,28,19,9,WALLET,11,Wednesday,0
TXN_024259,CUST_06656,2881.53,UPI,FAILED,CARD_DECLINED,21,5,3,6,CARD,2,Wednesday,0
TXN_024262,CUST_01975,15268.89,WALLET,FAILED,LIMIT_EXCEEDED,40,9,16,4,CARD,0,Wednesday,0
TXN_024264,CUST_07515,20172.16,CARD,FAILED,LIMIT_EXCEEDED,19,6,16,1,UPI,1,Wednesday,0
TXN_024267,CUST_06452,4979.69,NETBANKING,FAILED,NETWORK_ERROR,20,10,21,4,NETBANKING,17,Friday,1
TXN_024269,CUST_05133,11385.5,NETBANKING,FAILED,BANK_SERVER_DOWN,44,28,2,8,CARD,7,Thursday,0
TXN_024273,CUST_03065,12896.95,WALLET,FAILED,BANK_SERVER_DOWN,18,18,21,6,UPI,8,Saturday,0
TXN_024281,CUST_04845,19995.0,NETBANKING,FAILED,INSUFFICIENT_FUNDS,42,9,10,4,UPI,9,Sunday,0
TXN_024292,CUST_01832,6385.88,CARD,FAILED,NETWORK_ERROR,20,27,24,5,CARD,20,Wednesday,1
TXN_024305,CUST_05412,2676.16,NETBANKING,FAILED,OTP_FAILURE,27,22,4,8,UPI,15,Friday,0
TXN_024309,CUST_07057,10638.54,UPI,FAILED,BANK_SERVER_DOWN,22,10,25,7,NETBANKING,14,Monday,0
TXN_024311,CUST_01523,17711.26,CARD,FAILED,BANK_SERVER_DOWN,29,16,9,3,UPI,6,Sunday,0
TXN_024312,CUST_00501,22269.64,WALLET,FAILED,BANK_TIMEOUT,41,16,17,4,CARD,20,Monday,1
TXN_024313,CUST_06773,11434.98,UPI,FAILED,INSUFFICIENT_FUNDS,40,5,7,5,CARD,3,Saturday,0
TXN_024315,CUST_05534,21741.48,UPI,FAILED,NETWORK_ERROR,30,24,6,1,UPI,8,Saturday,0
TXN_024320,CUST_00366,5745.97,WALLET,FAILED,CARD_DECLINED,30,25,16,10,NETBANKING,15,Saturday,0
TXN_024324,CUST_01080,2432.23,WALLET,FAILED,NETWORK_ERROR,39,29,5,9,CARD,2,Wednesday,1
TXN_024342,CUST_03021,15492.6,UPI,FAILED,BANK_SERVER_DOWN,27,22,20,0,UPI,0,Saturday,0
TXN_024343,CUST_03264,24752.42,WALLET,FAILED,OTP_FAILURE,45,6,2,5,NETBANKING,3,Friday,0
TXN_024353,CUST_08481,4148.06,WALLET,FAILED,NETWORK_ERROR,22,14,3,1,UPI,22,Sunday,0
TXN_024354,CUST_03345,10198.05,WALLET,FAILED,NETWORK_ERROR,24,18,20,4,CARD,10,Sunday,1
TXN_024367,CUST_04558,10583.82,UPI,FAILED,LIMIT_EXCEEDED,32,24,2,0,CARD,15,Thursday,0
TXN_024372,CUST_05502,5344.87,WALLET,FAILED,OTP_FAILURE,41,16,9,7,NETBANKING,2,Wednesday,0
TXN_024389,CUST_00487,18411.29,CARD,FAILED,CARD_DECLINED,47,15,1,0,WALLET,12,Wednesday,0
TXN_024392,CUST_06287,12091.21,WALLET,FAILED,BANK_SERVER_DOWN,25,26,11,10,CARD,17,Friday,0
TXN_024394,CUST_08144,4517.03,WALLET,FAILED,OTP_FAILURE,44,7,12,3,CARD,10,Monday,0
TXN_024410,CUST_01829,10974.45,NETBANKING,FAILED,LIMIT_EXCEEDED,19,17,24,3,NETBANKING,14,Monday,1
TXN_024420,CUST_08508,16179.57,WALLET,FAILED,NETWORK_ERROR,46,1,12,8,UPI,12,Thursday,0
TXN_024432,CUST_08611,4970.67,NETBANKING,FAILED,OTP_FAILURE,20,29,6,5,UPI,19,Saturday,0
TXN_024440,CUST_06840,16520.48,WALLET,FAILED,NETWORK_ERROR,40,27,25,5,UPI,23,Sunday,0
TXN_024445,CUST_09505,22668.03,WALLET,FAILED,BANK_TIMEOUT,28,28,4,10,UPI,19,Sunday,1
TXN_024448,CUST_09680,21246.84,NETBANKING,FAILED,BANK_SERVER_DOWN,28,7,17,1,CARD,22,Saturday,1
TXN_024453,CUST_00476,22409.39,CARD,FAILED,OTP_FAILURE,24,9,8,2,NETBANKING,11,Wednesday,0
TXN_024457,CUST_04843,22716.04,NETBANKING,FAILED,INSUFFICIENT_FUNDS,28,8,1,5,NETBANKING,2,Monday,1
TXN_024466,CUST_02541,15737.31,UPI,FAILED,NETWORK_ERROR,33,2,19,7,CARD,13,Sunday,0
TXN_024481,CUST_06565,17250.18,WALLET,FAILED,NETWORK_ERROR,35,4,21,4,NETBANKING,13,Friday,1
TXN_024487,CUST_09844,18104.5,UPI,FAILED,BANK_SERVER_DOWN,48,15,11,2,UPI,15,Tuesday,1
TXN_024489,CUST_09923,9117.6,WALLET,FAILED,LIMIT_EXCEEDED,57,20,15,0,WALLET,5,Wednesday,0
TXN_024491,CUST_04907,23314.81,NETBANKING,FAILED,LIMIT_EXCEEDED,45,11,8,10,UPI,2,Wednesday,0
TXN_024493,CUST_05309,13306.96,NETBANKING,FAILED,INSUFFICIENT_FUNDS,21,17,6,0,UPI,8,Thursday,0
TXN_024499,CUST_05231,20962.8,UPI,FAILED,NETWORK_ERROR,49,17,19,6,WALLET,12,Saturday,0
TXN_024501,CUST_07208,193.84,NETBANKING,FAILED,BANK_TIMEOUT,32,15,22,0,WALLET,20,Wednesday,1
TXN_024502,CUST_08744,11790.88,UPI,FAILED,CARD_DECLINED,42,8,11,1,CARD,23,Thursday,1
TXN_024516,CUST_03324,11247.25,NETBANKING,FAILED,LIMIT_EXCEEDED,25,20,23,7,CARD,4,Monday,0
TXN_024524,CUST_00389,13025.79,NETBANKING,FAILED,LIMIT_EXCEEDED,20,18,1,7,CARD,6,Tuesday,0
TXN_024532,CUST_06720,15799.98,NETBANKING,FAILED,BANK_SERVER_DOWN,57,14,2,7,CARD,19,Wednesday,0
TXN_024535,CUST_07617,10344.97,NETBANKING,FAILED,BANK_TIMEOUT,43,15,4,2,NETBANKING,20,Wednesday,0
TXN_024536,CUST_07337,12581.18,CARD,FAILED,LIMIT_EXCEEDED,54,17,20,2,CARD,0,Saturday,1
TXN_024538,CUST_01038,343.16,UPI,FAILED,LIMIT_EXCEEDED,33,19,14,4,WALLET,7,Saturday,1
